Z1_0	Z1_1	Z1_2	Z1_3	Z1_4	Z1_5	Z1_6	Z1_7	Z1_8	Z1_9	Z1_10	Z1_11	Z1_12	Z1_13	Z1_14	Z1_15	Z1_16	Z1_17	Z1_18	Z1_19	Z1_20	Z1_21	Z1_22	Z1_23	Z1_24	Z1_25	Z1_26	Z1_27	Z1_28	Z1_29	Z1_30	Z1_31
-1.2695991	0.089233436	1.1875098	-0.9413523	0.48141578	-0.71342677	0.88815093	0.65299803	1.2609047	-0.34897968	-0.25269923	-0.91802233	0.9213694	-1.089089	-0.1742161	-2.137025	-0.58644974	0.082706645	-0.5487165	-0.13280655	-1.315234	0.2428042	1.2468871	0.28178528	-0.47913054	-0.14466524	-0.438747	1.2921474	0.47186217	0.7646565	-1.5007911	-0.16835144
-1.260921	-0.10310044	0.6476195	-1.0198684	0.43680143	0.095185645	0.7295654	0.17578553	0.14744106	-0.2313391	-0.811046	-0.5206388	0.49017513	-2.3327909	-0.090260744	-2.0516398	-0.02382705	0.29317376	-0.35803515	-0.80650705	-1.4197834	0.93427145	1.3109771	-0.3245656	0.30360207	0.069565974	-0.7866231	0.99102867	1.0214641	-0.12637696	-0.06867592	0.74196815
-1.342009	-0.20273358	-1.4871619	-1.1504533	0.4934421	-1.1519647	0.629645	1.2740934	1.244886	0.0809223	-2.211725	-0.93112606	-0.47716027	-2.2701306	-1.0877596	-0.99762154	-0.8434873	1.0538985	0.7944414	-1.1067164	-0.9447323	-0.7371349	0.8343332	0.6627375	-0.06288361	0.022903973	-0.8524293	0.20562077	-1.2368153	0.41811883	-1.395366	1.599317
-1.3494718	-0.57822466	-0.6973756	-1.0711398	-0.5371989	-1.0033014	0.7806344	0.9457748	0.9535636	-0.40647396	-0.90793395	-0.029533297	-0.7929241	-2.085288	-0.035138007	-0.38379437	-0.560737	0.7291953	1.5269332	-0.15832312	-1.6168916	-0.3270815	0.81448996	1.2356644	-0.82523346	0.6956696	-0.93989146	-0.16434188	0.03296608	0.108347945	-1.1499302	1.570179
-1.5681591	-0.8422189	-0.63517207	-1.1124692	-1.0160859	-1.8040932	-0.6939373	1.7323563	1.3028452	-1.2579128	-0.7507033	1.2684565	-1.0496167	-1.6602501	0.22820693	-0.7785431	0.26537192	1.4066569	0.37070796	0.50600374	-2.1322827	-1.1863868	-0.03213674	2.2083726	0.4191842	1.4828718	-0.33942944	-0.2056321	0.2386519	1.5346117	-1.1227628	2.439093
-2.452672	0.7566372	2.624499	-1.5187563	1.6942939	-0.75708073	1.6779599	-1.1948191	1.4752103	-0.7359981	-1.2085598	-2.247432	2.1487353	-1.693619	-0.017233621	-2.0966017	-0.9020781	-0.56579465	-0.7458083	-1.8774912	-2.1136332	3.2164838	2.7924862	-0.83369124	-0.9410954	-0.511836	-0.07371718	2.5441425	1.4882797	-1.0629164	-0.90799725	-0.80958074
-2.3544178	0.037433766	2.389674	-1.5595894	1.6966995	-0.18951854	1.2342441	-0.059484586	1.3099825	0.40340203	-0.55652946	-1.5844121	2.251789	-1.5818968	-0.029285375	-2.2249103	-0.07189924	-0.31491467	-0.34231946	-1.8481998	-1.5070206	2.7975667	2.7325644	-1.5440981	-0.15890291	-0.03163553	-0.68779474	2.581869	1.8634744	-0.2825655	-0.13381462	-0.30624127
-0.26359186	-1.2615368	-1.1556339	-1.0025456	0.30618128	-0.94028133	-1.4297116	1.335933	0.40837756	-0.45959398	-1.3235792	0.7655179	0.017765041	-1.4955095	0.0837093	0.01963954	0.40485477	0.05724645	0.2597476	-1.0061005	-1.1335611	0.30676222	0.39672107	1.3608	-0.85198015	1.5165744	-0.39122123	-1.260972	-0.4337178	0.93621963	-0.8856815	1.9824455
-0.5967636	-0.82694805	-1.0589743	-0.84546536	-1.1802067	-2.336781	-0.8725879	2.0702784	1.2337193	-0.4963534	-0.7282151	0.44091898	-0.7969815	-1.1371753	-0.7906441	-1.3629068	0.45937467	0.71489006	0.1909259	0.61271584	-2.892139	-0.5090518	-0.16764498	2.7396667	0.42980698	1.1071571	-0.08877349	-0.94223875	0.06471634	1.588355	-0.37666565	3.2642422
-0.15048856	-0.51456404	-1.580313	-0.88488925	-1.0977987	-1.5743072	-0.73576254	2.1841464	-0.17021543	-2.089853	-0.28426614	0.49858588	-1.1008892	-1.5222738	0.3571254	-1.3414739	-0.59652716	0.5635198	0.42713907	0.19678427	-1.1269876	-0.71814674	-0.2340307	2.2853663	-0.15138629	0.54609716	-0.98514104	-0.7344326	-0.469955	1.533719	-0.7700181	2.528899
-2.224759	0.00085232535	2.5668824	-1.2179228	2.0215201	0.11872783	2.2728612	-0.652961	0.8943264	-0.34320173	0.41617796	-0.18179506	1.2731521	-1.0942751	0.1527404	-1.4942807	0.22356439	0.327176	-0.20858645	-0.094300255	-2.0500193	2.566012	1.2619872	-0.65614295	-0.7277949	0.08404293	-0.2909713	1.8599515	1.705119	-0.46467137	-1.3817168	-1.59414
-1.1975108	-1.2905143	0.7760529	-0.9638573	0.35315612	0.09276012	-0.009644341	0.94342625	0.7390494	-0.07097272	-0.36563423	-0.58326685	1.3820543	-2.7604842	-0.16055645	-1.2262712	0.22499633	-0.4370459	-0.33751678	-0.84433347	-1.4171872	1.0128789	1.2008079	0.2089175	-0.5648614	0.8909707	-0.9131833	-0.22741996	0.5670321	-0.24847633	0.1598835	0.5309437
-2.3833156	-0.14718325	2.3662794	-1.4332141	1.4490992	-0.49486926	0.83783114	-1.1681799	0.44161165	0.08641613	-1.3041312	-1.6311531	1.4132874	-1.0712308	0.016208958	-1.9525129	-0.07046194	-0.8546142	0.09386603	-1.7398349	-2.0959945	2.2582803	1.5901328	-1.199122	-1.1604241	-0.55553037	0.55461025	1.7934905	1.0470636	-0.5284223	-0.5902008	-0.7106073
-2.444614	0.30244112	2.6491315	-1.4602959	2.4271405	0.0048828796	2.0302005	-1.1048212	1.5353045	-0.668062	-0.4324976	-1.2385018	1.8565671	-1.8987482	0.45199704	-2.190601	-0.73119915	0.11906892	-0.4776813	-1.9436992	-1.9694799	3.201886	2.7083082	-1.5514175	-0.88985604	-0.4810756	0.0628871	2.3457563	1.9009681	0.027816616	-0.6159282	-1.071007
-1.6730174	0.06684042	1.1263074	-1.1514562	0.3171912	0.34888932	0.37208247	0.2504019	0.78297174	-0.86199033	-1.3710366	-2.7309787	1.4411879	-0.21644309	0.15688941	-2.1956785	-0.36543006	-0.07537858	-0.6340756	-0.42028472	-2.2498703	2.4899287	1.8435981	-0.7959467	-0.028907247	-0.029527029	-0.5849334	0.5798051	0.5219673	-0.7958328	-0.9277891	0.05497832
-2.7947638	-0.029571256	3.345887	-2.4594023	1.9519123	-0.24332437	3.0732071	-1.05302	1.4575021	-0.7318539	-0.74176764	-2.4025474	2.3073773	-1.2475994	0.8772953	-3.0454605	-1.3072224	-0.5884592	-0.17456289	-2.176341	-2.1462193	4.1463556	3.184246	-1.4578407	-0.92532927	-0.26078025	-0.3158151	2.8844628	1.5700625	-0.688303	-0.6564264	-1.7122079
-1.2487608	-0.40817335	0.8963939	-0.43062466	-0.10185923	-1.166623	1.0655224	-0.1631928	-0.15693446	0.6115234	-1.241823	-1.4536204	0.87161475	0.25518066	-0.0387347	-1.9840223	-0.07420229	-0.45444587	0.54932153	-0.92288727	-1.1283668	1.0115852	1.3083186	-0.45825908	-0.8947651	-0.24527365	-0.058652014	1.1032017	0.44644216	-0.7068073	-1.6678478	-0.34245178
-0.74192536	-1.0881715	-2.575608	-0.73494184	-1.267492	-2.6633956	-1.315306	2.9128237	0.23791051	-1.1683125	-1.0947877	0.29681593	-0.7851443	-2.589333	-0.7876292	-1.3756739	-0.1058572	1.8702964	-0.20139702	-1.0862843	-2.69344	-1.3197527	-0.3878913	2.8106613	0.25867262	1.0195858	-0.81744164	-2.380255	-0.72095287	2.1621199	-0.27729404	3.497793
-1.3705381	-0.45743138	-0.67893004	-1.6679134	0.19533898	-0.78946626	1.5326085	1.3576626	0.42510623	0.20275399	-1.0690209	-0.5179869	0.25992286	-2.0537915	-0.15012649	-1.8212187	-0.38242596	-0.07850063	1.3142133	0.18644165	-1.6174339	0.036003888	0.73340666	0.32613817	-0.548691	0.19998159	-0.6963072	0.4929526	-0.011938598	0.9337768	-0.54193693	1.2338111
-1.5160598	-1.1499492	0.68178093	-1.9023287	-0.08020511	-0.4520435	1.3940969	0.14979333	0.69741404	-0.29982698	-0.36050883	-0.7432698	0.85110307	-1.823422	0.0652149	-1.3453542	-0.3644168	-0.46803144	-0.8135258	-1.4813601	-2.0883555	0.2510891	1.2494396	0.9965104	-0.78143865	1.1387997	-1.2234132	0.46683416	-0.30942628	-0.20521048	-0.84337866	0.9735804
-2.4292183	0.39453968	3.6707075	-1.5507704	2.0568702	-0.017297529	2.2005284	-0.29953194	0.9477041	-0.73927116	-1.1537848	-2.5108352	2.6117632	-0.6770913	0.6417116	-3.5029407	-0.8049019	-0.4657524	-0.4838918	-1.8698997	-2.3271894	4.3064775	2.9606528	-1.5069103	-0.5527347	0.04961815	-0.21072412	2.7119586	1.5259713	-0.5779858	-0.6350893	-1.7163291
-1.7923839	-0.07696364	0.56039953	-0.53705716	1.286919	-0.71480006	0.62552	0.31921387	0.30945653	-1.0461951	-1.4521593	-0.8631899	1.054587	-0.2863694	-0.43958065	-2.4624126	-0.70904374	-0.24250783	-0.4971377	0.27998638	-1.294454	0.12360062	0.7553381	0.13132909	-0.38232252	0.069148056	-0.38089305	0.17971393	0.99764967	0.51512533	-1.5471734	-0.14883935
-0.8905891	-1.0619498	-2.2186918	-1.7861875	-1.5356666	-0.91408664	-0.08588962	1.5621374	-0.08219072	-1.2383265	-1.5253184	0.6467435	-0.5791877	-1.8104198	-1.0267092	-0.10152401	-0.18072927	1.3043141	0.53654706	-0.8643278	-1.80818	-0.7205817	-0.33517212	1.6749313	-0.82308674	0.37350583	-1.0897874	-1.7176832	-0.8354276	2.1059427	-0.7584144	2.3588023
-1.3702714	-0.7372147	-0.3711663	-1.8331834	-0.92565227	-1.5351448	0.551451	0.97771025	1.1675019	-0.3853791	-1.2481569	0.034544975	1.0865173	-0.69816077	-0.6541759	-0.6964772	-0.7033406	0.1416703	1.2686026	0.23000892	-2.5177507	0.59482735	0.1147266	0.75936985	0.68874043	0.5677844	-0.81867576	0.17021519	0.2799353	-0.12071807	-0.68118334	1.2855636
-2.000455	-1.491087	1.4735894	-1.5414013	1.5534589	-0.8741469	1.4839336	-0.6326796	1.43936	-0.54921377	-0.47954497	-0.56152934	1.8525506	-0.08261069	-0.49262357	-1.6348134	-0.8982898	-1.6665967	-0.604781	-1.2350812	-2.0594401	2.0267339	1.7187355	-0.1668217	-0.16200653	-0.03165782	-0.17947128	1.9842798	1.3123611	0.21267089	-1.8249125	-0.9771827
-1.6274197	0.48728865	1.3996313	-0.98009926	0.68600553	-0.81892204	0.8659582	-0.18310545	1.5858871	-0.038094975	-0.49911568	-2.08942	1.1414099	-2.1491618	0.28277	-2.0675817	-0.38322726	-0.22777118	-0.6081051	-0.52951026	-1.2257557	1.9372308	2.6211662	-0.5847746	-0.49958372	-0.4625477	-0.06965205	1.2895284	1.2684492	-0.4460943	0.07714145	-0.0903643
-0.63003635	-1.0582625	-0.3357796	-1.7739087	-1.1220723	-0.9574993	-0.64905757	1.3563886	0.3230463	-0.8195932	-0.528561	-0.88748693	1.0316788	-1.4914185	-0.17823535	-1.459289	-0.24880236	-0.31235483	-0.05193182	0.85021144	-2.0528564	0.6247549	1.2669116	0.91053796	-0.5056415	0.2172658	-0.631863	-0.63144594	-0.7578053	1.1745031	-0.45594615	1.5781435
-2.1504283	-0.740355	0.97140396	-0.56706536	1.9848298	-0.714723	1.0993079	-0.09309417	0.03633736	-0.39243886	-0.56404394	-0.78987175	1.195514	-0.69573087	0.7376183	-1.7529656	-0.34881687	-0.17550962	-0.54866165	-1.012805	-0.706	1.8304584	0.20438293	-0.5431688	-0.37849638	0.15380675	-0.56486666	1.2842227	1.2977004	-0.26579556	-0.99756795	0.046530247
-0.6066184	-0.20813347	-2.105302	-0.6083842	-0.44988236	-2.2626038	-1.4648379	2.2560987	0.885796	-0.9978241	-0.56126976	1.3069146	-1.3839753	-1.942258	-0.5506662	-1.0151271	0.6109418	1.2587196	0.33887568	-0.09254748	-2.5911822	-1.0610292	-0.4603715	2.7822645	-0.1342456	0.98178387	-0.9221884	-1.0722959	-0.9312809	2.0590098	-0.37763548	2.6617625
-0.72261584	-0.7842401	1.1229515	-0.43976042	0.40410563	-0.58935136	-0.06271465	0.21537803	0.9081933	-1.1702368	-0.13030413	-0.7285731	1.9265289	-1.7335876	-0.16680843	-2.3549948	0.082573734	-0.7321507	-0.86495316	-0.14651394	-1.9676474	1.3834956	1.3751448	-0.45360556	-0.43514815	0.41172534	-0.31996104	-0.13018773	0.51293284	0.45859012	-1.2223921	-0.15788957
-0.56250966	-1.2044119	-1.5250599	-0.73331994	-0.6718889	-1.6794051	-1.7018602	2.2354162	-0.69875145	-0.7171078	-0.622803	-0.7902242	-0.43476146	-2.5342755	-0.6147618	-2.4461014	0.42379034	0.7281725	0.44833723	0.17965578	-1.6016294	-1.0916946	0.5499146	1.9046543	-1.5351774	0.12506613	-0.94015324	-0.21830286	-0.04549485	2.340299	-0.6094421	2.906035
-1.495768	0.07654796	1.6047753	-0.4515294	1.6720306	0.23115835	1.4805466	0.3953187	1.4915626	-0.71153116	-1.3760663	-1.7479882	2.0629294	-0.87570417	0.056499895	-2.4924352	-0.54536915	0.13814859	-0.9346288	-0.37744033	-2.0083556	2.8006458	1.6373805	-0.80659914	0.13957417	0.5902586	-0.12149669	1.8105897	0.987224	-0.059317894	-0.131946	-0.26827577
-1.8968655	-0.37381485	2.2913373	-1.6314002	1.6991285	-0.45365277	0.9933706	-0.522797	1.5654528	-0.34388992	-0.12966028	-1.7953045	2.324577	-1.2538972	0.3573264	-2.1823173	-1.129628	-0.954811	0.16177836	-1.0692189	-1.6677492	2.368935	2.1363153	-1.2262137	-0.47603443	0.03022159	0.013544619	1.8989494	1.6022109	-0.6435945	-1.1297007	-1.3673016
-1.0927263	-0.7968075	1.1598272	-0.0070333257	0.70843875	-1.2305084	0.77277553	0.20643441	-0.7497043	-0.85549515	-0.96603656	-0.23968941	0.79848176	-0.72894925	0.21500835	-1.174673	0.10166199	-0.48626116	-0.08305275	-0.8013636	-2.1100092	1.1575131	0.31106463	-0.69757676	-0.7689486	-0.0622578	-0.21316528	0.18453895	1.7102672	0.4898753	-0.6020688	-1.1003805
-0.4043561	-0.519298	-1.3138988	-0.68414634	0.009628054	-2.0589392	-2.0326226	1.7406793	0.36876792	-0.2525306	-1.247494	-0.7244076	-0.5000436	-1.5506413	0.13267599	-1.1074708	0.22046986	0.9369194	-0.2564492	-0.7113706	-1.6029719	-0.46900997	0.46059552	1.7718496	0.18107831	0.8947036	-0.6355222	-0.6635635	-0.12325339	1.4296232	-0.6832676	2.490465
-2.6322212	0.47097954	3.2484033	-1.1321931	1.8675023	-0.43896654	2.6989632	-0.9956405	0.8643509	-0.75253206	-0.72912675	-2.12723	2.5911283	-0.75035965	0.3492987	-2.4957068	-0.5541291	-0.26109925	-0.6155511	-1.4128431	-2.0770535	3.5560303	3.1904502	-1.2401772	-1.1945071	-0.53520894	-0.4095617	2.5075383	1.8777033	-0.6447126	-1.0661267	-1.7282026
-0.67375433	-0.6217806	-0.2980603	-1.7139462	-0.39358476	-0.33875	0.41425255	0.7998519	0.11187269	-0.2193678	-0.808394	-1.661308	0.64033055	-1.5842493	-0.58381623	-2.469019	-1.0586089	0.28623864	-0.28299886	-0.81709385	-0.12614658	0.902267	1.9716688	-0.3274968	-0.87962985	1.052942	-0.14747572	0.87483686	-0.24086213	0.5335914	-0.94716847	0.0941292
-2.5426338	-0.4966345	2.6297529	-1.65333	1.3625277	-0.090728156	1.9015846	-0.7872996	0.65578884	-0.7996833	-0.27407768	-1.4163742	1.8727727	-0.9163268	1.3295602	-2.5339892	-1.0318984	-0.41293624	-0.48781613	-1.124466	-1.6032965	3.1958983	2.9545727	-1.4701407	-1.2062075	-0.042597983	0.14423847	2.185908	1.0954801	-0.18096519	0.014843389	-1.2713468
-0.0814763	-1.2456329	-0.19397238	-0.86483926	-0.63869023	-0.6888222	0.22148603	1.4538298	0.22318676	0.7500504	-0.97088885	-0.8013332	-0.5285451	-1.5204848	-0.43517703	-2.0014234	-0.46315712	-0.033718567	-0.1634373	-0.035297036	-1.1520554	-0.10997361	1.3519784	1.5237596	-0.6003043	0.6183632	-0.13799089	0.31362012	0.45807454	1.4841542	-1.2570074	2.6315289
-0.56971896	-1.099708	-1.3499117	-0.51519036	-0.7480193	-2.1544092	-0.4094504	1.6774213	-0.5628014	-0.5501506	-1.3930249	-1.0915194	-0.46358514	-2.6305437	-0.2047823	-1.7238784	-1.6460999	0.92781204	0.7648844	0.30200756	-0.8150593	-1.1329913	0.60403603	1.103519	-0.49495193	0.50711703	-1.1219586	-1.4283466	-1.6403759	1.804487	-1.7714224	4.6475577
-0.85519254	0.33645305	-0.10806187	-0.6984067	-0.28278616	-1.1370176	-0.8015131	2.5760481	0.5023502	-1.0793744	-0.6627351	-0.7823027	-0.978113	-1.0739926	-0.13634914	-1.658811	-0.41854542	0.46840164	0.0618807	0.63117707	-0.60300124	-0.08402276	0.2635212	1.4946948	-0.41337147	0.52043194	-0.03897421	-1.0701685	0.3618336	0.99910194	-1.0879885	2.1885169
-0.29642725	-0.6493459	-0.92966115	-0.7405985	-0.9436257	-0.6602831	-0.34574702	1.1905177	0.60891646	-0.7233648	-1.3916962	-0.9916567	-0.28539735	-1.7747579	-1.0290246	-2.2390664	-0.61568874	0.5298456	0.44917583	0.49654496	-2.2171779	-0.9962999	0.040877163	1.6407537	-0.44553164	0.36161909	-0.67543614	-1.1799724	-1.624972	1.5448658	0.4790219	2.344805
-0.7237344	-0.09121195	-0.7033222	-0.9382865	0.26584032	-1.2567627	-0.8119267	1.5051115	0.5245344	-0.23000541	-1.4520842	-1.202697	-0.12508374	-1.9701424	0.040472504	-1.1698925	-0.9015031	1.0130014	0.16992198	-0.29790905	-1.4083792	-0.15109572	0.51120615	0.4216391	0.26163313	0.07105943	-0.4547094	-0.02291179	-0.19599138	1.2365283	-0.19266956	1.4070364
-0.40562907	-0.5275996	-0.8123225	-0.42376852	-0.130998	-0.31132153	-0.3087231	1.6691654	-0.17508899	-0.08689693	-0.36667153	-0.14984989	0.032840576	-2.3514786	0.21910352	-1.8696511	1.0025953	-0.049033474	0.020952592	-0.2255979	0.31766686	-0.30792892	0.63313955	1.1447579	-1.3186744	0.14310996	-0.60140747	0.48199636	-0.39563355	0.80388904	-0.8180493	2.7025414
-0.6832503	-0.583687	-1.4756119	-0.92526037	-1.3017832	-1.6007159	-1.5604501	2.4353716	0.49992076	-1.4370637	-1.1237054	0.92288506	-1.3387879	-1.5889511	-0.48645663	-1.4851357	-0.434964	0.952663	-0.2972465	-0.02077241	-1.9618245	-0.1469273	-0.63230497	1.8260145	-0.3446201	0.8890937	0.21457177	-1.1512942	-0.34237662	1.2439282	-0.054839596	3.4101038
-0.5682616	-1.2171655	0.20104063	-0.6306257	0.43659863	-1.3324698	-0.95476735	1.6145725	0.64290893	0.70310915	-0.965207	-0.7846152	-0.803762	-1.5260283	-0.90029335	-1.5171297	-0.2741687	-0.6129953	-0.43248743	-0.49861854	-1.1636755	-0.6764623	1.0480063	0.806059	0.004515536	0.7775357	0.08613904	-1.1826284	-0.5993202	1.7837106	0.0043976754	2.400394
-2.152898	-0.75913537	2.4954019	-2.6273458	1.238365	0.8624796	2.5765805	-0.7592159	1.6378179	-0.82328075	-0.13121912	-1.8518305	2.2529538	-0.80175865	0.5802226	-2.485882	-1.9365371	-1.2013592	-0.17923248	-1.6885434	-1.9886531	3.6266918	3.507607	-1.8477318	-0.8956098	0.31765556	-0.87649953	2.1561887	1.3865774	-0.034950428	-1.2564974	-1.5241424
-2.6156032	0.6397872	2.9187124	-1.6300446	1.3325833	-0.0050663278	1.785008	-1.1594355	0.80775976	-0.48297104	-0.744189	-2.8868153	2.1364408	-1.1805897	0.6397482	-2.886243	-0.91670114	-0.8217884	-0.65076727	-1.0560877	-1.5936269	2.9381888	3.3210764	-1.3995597	-0.66536224	-0.13585308	-0.6031828	2.5382717	1.3709058	-0.43150848	-0.81783557	-1.4731487
-0.15716839	-0.94962984	-1.5141076	-0.94196457	-0.7487922	-1.7262435	0.050548185	2.3902247	0.8744102	-1.2455763	-0.7798589	0.7621052	-0.5132033	-2.8644056	-0.19803895	-0.8336781	-0.34198752	1.0806137	-0.018710231	0.2732455	-1.6083468	-0.56344515	0.069700375	2.2211087	1.0939134	0.08336118	-0.05361852	-0.92259777	-0.45720547	1.7503762	-0.5095818	2.1617568
-0.3226363	-0.7326076	-1.1307001	-0.55934024	-0.30433676	-1.119499	-0.26506415	1.7003	-0.28259656	-0.8616188	-1.6138377	-1.0599313	-0.3935478	-0.9155819	-0.07210842	-1.1505376	-1.1990675	0.8080788	1.2145514	0.48127317	-1.3923068	-0.10087278	1.0900031	1.3906739	-0.15751585	-0.24728127	-0.9389342	-1.0172755	0.1588001	2.2346814	-0.88816583	2.6511679
-0.65081215	-1.3745459	-2.7654116	-1.2697492	-0.9124334	-1.4437674	0.9303865	0.81975365	0.6511281	-0.8033073	-0.8204142	0.22197038	0.026677784	-1.4238768	-0.30151573	-0.4824826	-0.7205247	0.16510479	-0.116886236	-1.5440574	-2.9804244	-1.2300766	0.7213159	1.2988083	-0.11212535	-0.32957947	-1.0625892	-0.68857694	-1.4951121	1.0280318	-0.72922313	2.0608342
-2.8367872	-2.2183244	1.7497144	-2.2312715	0.43831128	-0.47980377	0.93088293	-0.090919435	1.6181657	0.6810532	-0.3140703	-0.23042858	1.8182983	-0.8744784	0.010380391	-1.4216543	-0.8022714	-0.6757261	-0.6590013	-1.1138977	-2.617464	1.2915385	2.0451512	-0.2936316	-0.31427196	0.96071595	-0.24151886	1.2612753	-0.033759754	0.3494418	-0.91072166	0.040163703
-1.9769448	-0.24861778	2.8575947	-0.36418307	1.8097887	-0.8783969	1.2856765	-0.6755974	0.7856193	-1.2054365	0.04019997	-0.9051971	2.8571298	-0.61926836	0.70479727	-1.7411005	-0.89769536	0.3264539	-0.39936432	-0.9082192	-2.15909	2.6829095	1.5972407	-1.5424317	-0.926317	-0.17710213	-0.14357924	2.653579	1.3355277	-1.3806252	-1.5898964	-1.5437719
-0.7482624	-0.51377344	0.10970492	-1.6771444	-0.41053656	-0.75660366	0.37517825	1.3337541	2.407152	-0.38767102	-1.1547638	-1.0612376	0.6234855	-0.88401276	-0.82118803	-1.6345135	-1.2872361	-0.38434163	0.12392565	1.3170705	-2.5051827	-0.41507924	1.2136903	1.3047441	-0.38578874	0.7448711	0.34311977	0.5422028	-0.959128	1.617612	0.11369313	1.5667045
-2.7158642	0.24223413	2.962845	-1.0622327	2.1149914	-0.5974187	1.8029568	-0.86425096	1.2740965	-0.46702394	-0.8063345	-2.075338	2.5422108	-0.36320135	1.0286505	-2.3704312	-1.1300006	-0.7354507	-0.49627975	-2.178102	-1.8837364	3.08732	2.5280914	-1.449042	-1.0422974	-0.37730068	-0.17044413	3.1124032	1.5612948	-0.7938319	-0.9401871	-1.5490093
-1.3362988	0.16308348	2.8553207	-1.543923	1.521263	-0.38022372	2.351434	-0.12947083	0.6827886	0.30299845	-1.2082413	-1.2142346	1.5569637	-0.99422157	0.031873304	-2.4694917	-0.3515978	-0.21540971	-0.27963763	-1.7786102	-1.35646	2.2756279	1.9540526	-0.79671586	-0.69780505	-0.45410994	-0.38534713	1.541215	1.3853899	-0.48380193	-2.019436	-1.6165676
-0.20894894	-0.8089694	-1.5599626	-1.7783123	-0.707186	-0.74206334	-0.22033025	1.2502784	-0.15765533	-0.6824002	-0.45312253	-0.6587149	-0.07635909	-1.1563876	0.08750181	-1.7958165	-1.6591932	0.33275297	0.5570862	0.34661394	-1.3325534	-0.3816092	0.4225861	0.6984974	-0.5294016	0.5851613	-0.12109755	0.058837775	-0.8854888	0.93970555	0.23657246	1.848352
-1.9505755	0.0058891564	0.18719935	-1.79974	0.4333813	0.09697006	0.5003148	0.33344078	0.93882126	-0.35404783	-1.2975092	-1.3578715	1.6688039	-0.36402664	0.6065809	-1.2476237	-1.1257802	-0.41881254	-0.22057106	0.27292028	-0.1981546	1.4646161	1.949426	0.09154916	-1.3381904	0.36586618	0.6203104	1.0809933	0.6136637	-0.83072865	-0.411223	0.1203849
-0.2524313	0.10383449	-0.18951583	-1.0572919	-0.4330795	-1.4515667	-1.431652	1.6732992	-0.029183894	-0.7656748	-0.8424043	-0.4422546	-0.4192831	-1.5319257	0.33971223	-0.5974598	-0.5199604	0.2949517	-0.49301872	0.7346091	-1.3251806	-0.5367493	0.37176734	1.8189294	-0.14437997	0.85763085	0.12944531	-0.41474158	0.43122298	0.9330892	-1.5193717	2.2340922
-0.06874645	-1.1680498	-1.5818738	-0.46205086	-0.985392	-0.8344912	0.20053262	2.0530436	1.6070092	-0.19089502	-0.8069326	0.64306086	-1.0614734	-1.0663869	-1.1955974	-2.409151	-0.9701625	1.2336298	0.037711985	-0.09280625	-2.6207805	-1.5593925	-0.04881677	1.640645	-0.23655015	0.5927383	-0.55657965	-1.1354282	-1.7036055	0.99009436	0.9645107	2.3884277
-0.1105331	-0.58984745	-0.7601099	-1.7860998	0.34396192	-0.6014988	-0.28787696	1.8532243	-0.65999454	-1.3332536	-0.9759042	-1.2683291	0.21982785	-0.67937	-0.4785757	-2.7345822	-0.61972225	-0.2503192	-0.6502866	1.0227022	-1.0733116	-0.010072291	0.42528117	0.7693579	0.0056174174	-0.21834959	-0.4211095	0.46114424	-0.8305531	1.0723388	-0.24332021	0.92757577
-2.4860654	0.7629701	2.7199228	-1.3194166	1.9384686	-0.09210687	2.8646502	-0.93234754	1.3054266	-0.40096876	-0.49942896	-2.5478811	2.5483515	-0.63056594	-0.007909354	-3.2775683	-0.94720703	-0.83186823	-0.32614157	-2.2175167	-1.7296907	3.7123175	3.5591235	-1.3702804	-0.7082177	0.038237717	-0.6555624	2.9355175	1.1679432	-0.32582656	-1.2829208	-1.900306
-0.8071712	-1.3735703	-2.1510046	-0.44119224	-1.3629335	-1.5058348	-0.66688246	2.9180791	0.5741479	-0.8963653	-1.6863655	0.819496	-0.48792332	-2.2160592	-0.3278758	-1.746679	-1.1902096	1.4484311	0.43520388	0.19904236	-1.869032	-1.5511816	-0.08620931	1.8366747	0.41566148	0.32558566	-1.0153314	-1.6983994	-1.2625083	2.4215467	-1.8272827	3.6439273
-2.7630663	-0.14035241	2.7614634	-1.4048272	0.76894045	-0.40610626	1.3891152	-0.23620017	1.6570349	-1.1460282	-0.7001249	-1.9599214	3.332671	-0.98472834	1.0042566	-2.7269177	-0.28897655	-0.9717453	-0.8927221	-1.532311	-1.4877669	2.4094417	2.5764308	-1.5536878	-0.1893462	0.24759647	-0.7339519	2.417359	1.0531245	-0.31534508	-0.7885835	-1.1930918
-1.4597251	-1.7500943	0.7878245	-1.9704185	0.26724145	-0.3022035	0.5758108	0.14607005	1.232492	-0.24707186	-0.28196207	-0.82536536	1.1712453	-1.7795051	-0.15130535	-1.1475383	-0.42074633	-0.21331374	0.24095017	-1.259418	-2.042839	2.2589834	2.164802	-0.7220739	-0.30530584	0.54563713	-1.5567755	1.9824088	1.3900236	-0.0994196	-0.6253431	0.02875714
